text	pred_label	true_label
The recently announced extension of pay restraint will hurt these workers for a further four years, with most having already been hit pretty hard with poorer deals on pensions,	Conservative Party	Labour Party
The Conservatives claim that it is about safety, but, as I said earlier, the word “safety” is not used once in the Bill or in explanatory notes.	Conservative Party	not_statement
Strikes have a profound effect on other members of society	Scottish National Party	 which is why it is appropriate to put in place a reasonable threshold before strike action can be taken. For example
The Government argue that a positive impact of the provisions in clauses 2 and 3 will be that unions will work harder to make the case for ballots for industrial action. However, it is far more likely that there will be greater disruption and use of leverage campaigns, such as withdrawal of good will, work-to-rule, protests, demonstrations and unofficial action.	Labour Party	Labour Party
”  (2) Schedule (Agency workers: guaranteed hours and rights relating to shifts) inserts Schedule A1 into the Employment Rights Act 1996.	not_statement	not_statement
As a result of this Bill, there may well be fewer strikes on less substantive matters that are not viewed by the unions� own members as sufficiently serious to justify putting their employer and thus their job in jeopardy or that seriously inconvenience customers and the general public.	Conservative Party	Conservative Party
It makes no sense.	Conservative Party	not_statement
Will trade unions be liable for non-union staff?	not_statement	not_statement
Mr Deputy Speaker (Sir Roger Gale) I call Gagan Mohindra.	Parliament	not_statement
Steve Witherden (Montgomeryshire and Glyndŵr) (Lab) I am proud to declare my membership of Unite the union and the NASUWT, and I refer Members to my entry in the Register of Members’ Financial Interests.	not_statement	not_statement
When I have met major blue-chip employers such as Centrica and HSBC, and their employees who have benefited from those corporations’ carers policies, The 2<prd>8 million people who juggle a job and caring responsibilities are going above and beyond to care for those they love while also contributing to our economy.	Liberal Democrats	not_statement
Grant Shapps I did not quite follow the hon<prd> Lady’s point on the railways.	not_statement	not_statement
Joanna Cherry The hon<prd> Lady asks whether any of us on the Opposition Benches care about fundamental safety levels, and yes we do.	not_statement	not_statement
Although the Conservatives might hide behind that manifesto commitment, that commitment has nothing to do with clamping down on the NHS or on teachers.	Labour Party	not_statement
The Government are carrying out this attack on trade unions not for practical reasons supported by evidence, but out of their ideological commitment to fighting the battles of generations past and to pursuing their mission to weaken and destroy the labour and trade union movement.	Scottish National Party	Labour Party
The disability employment gap stands at 30% and countless disabled workers end up out of work because their employers refuse to make simple changes that would help them to do their jobs.	Labour Party	Labour Party
This will give employers greater flexibility in SSP payment, which can currently only be paid in whole days.	Labour Party	not_statement
He was somebody who was blocking the DFT from agreeing deals, and now we have that same person in post leading the charge for anti-strike and anti-worker legislation.	not_statement	not_statement
Clauses 7 and 8 extend the notice requirements for any industrial actions and restrict the effect of any ballot for strike action to four months. These clauses are designed to narrow the effectiveness of any industrial action, even if it has reached the much higher requirements of turnout and support required for clauses 2 and 3. There is no sign of any evidence that could justify these changes and no sign of a clamour for employers to change the existing system.	Labour Party	Labour Party
The Bill is an affront to democracy. It is simply part 2 of that gagging Act, and goodness knows what will happen in part 3. It is designed to tie the hands and close the mouths of trade unions and their members, and to slit the throats of the parliamentary Opposition while the Tories hack their way to a state shrunken by their crass and flawed ideology. It is designed to ease through swingeing cuts in the public sector with no organised opposition, to proliferate the low-wage economy, and to help the Tories� friends and donors to make millions on the back of a disorganised, downtrodden and low-paid work force.	Labour Party	Labour Party
(3) Subsections (4) to (9) set out the arrangements that are recognised as being types of kinship care.	not_statement	not_statement
These amendments reflect the call for clarity from stakeholders in their response to the Government’s public consultation on this issue.	Conservative Party	Labour Party
(4) A person undertaking the work of a foster carer shall be treated as a ‘worker’ for the purposes of this Act.	not_statement	not_statement
I am not a member of the parliamentary Labour party, but I am a proud trade unionist.	not_statement	not_statement
It is nothing more than a naked partisan attempt to prevent scrutiny of the Government and their agenda. Not since the 1970s have we seen such wide-ranging attempts to change industrial relations law, but today we see barely a hundredth of the level of industrial action of those days. The Bill seeks to solve a problem that simply does not exist. Instead, it seeks to drive a false wedge between Government, industry, employees and the public by restricting rights and, at worst, criminalising people making their views known about their pensions, pay, health and safety and many other issues.	Labour Party	Labour and Co-Operative Party
Hon. Members from both sides of this House are, to some extent, insulated from the consequences of strike action. We are lucky enough to have generous travel expenses so that we can hire a car or a taxi when there is a transport strike. We have secure jobs, where we get paid whether we make it into the office or not. Even a Back Bencher is among the top 5% of UK earners, so  we can afford to deal with the childcare costs that might come with a school closure or some disruption. But what about the low-paid restaurant staff who miss a day�s work and a day�s pay because of a stoppage called by a handful of transport workers? What about the self-employed builder who has to turn down a week-long job because a strike by teachers means that his kids cannot go to school? What about the single mother who cannot afford to lose a day�s pay by refusing to cross a picket line? Should she be subjected to abuse and harassment simply for going to work?	Conservative Party	Conservative Party
The way that ambulance strike worked was that the NHS was unable to find out in advance from the ambulance unions where and when, nationwide, cover would be provided.	Conservative Party	not_statement
What protections are in place to prevent unscrupulous employers from targeting trade union members with work notices?	Labour Party	not_statement
(7) If there are special circumstances which render it not reasonably practicable for the employer to comply with a requirement of this section, the employer shall take all such steps towards compliance with that requirement as are reasonably practicable in those circumstances.	not_statement	not_statement
I wonder if, when he returns to his place, he will let the House know how much Michael Green, Corinne Stockheath and Sebastian Fox have received in payments.	not_statement	not_statement
Using the powers proposed in the Bill, regulations will set out the specific services within each sector in which a minimum level of service will be applied, they will also set out the levels themselves.	not_statement	Conservatives
Trade unions are key social partners that play an important role in our society through effective democracy and by helping to ensure good employment practices, which directly promote economic competitiveness and social justice in wider society.	Scottish National Party	Scottish National Party
We hear daily of workers struggling to cope with current staffing levels.	Conservatives	not_statement
This Bill could increase the frequency of strikes and the  “numbers of staff taking action short of striking”  and lead to employers finding that they are “low on staff.	Conservative Party	not_statement
Grant Shapps I will give way in a moment, but I want to make a little progress first.	not_statement	not_statement
(3) A request by appropriate representatives for information under this section shall, if the employer so requests, be in writing or be confirmed in writing.	not_statement	not_statement
I absolutely agree that it is extremely important to have time to conduct those duties in a responsible manner, but it is also extremely important to protect the interests of the public, particularly those who have to get to work and who need childcare.	Conservative Party	Conservative Party
I have long urged Ministers to do their job and resolve the underlying problems, but instead they have presented a Bill that tries to remove hundreds of thousands of workers’ historic right to withdraw their labour.	Labour	not_statement
That does not appear in the human rights memorandum that accompanies this Bill.	Scottish National Party	not_statement
To me, it is just straightforward common sense that people would expect to have to opt in rather than, in this particularly egregious case, being casually reminded every 10 years that they could save a bit of money by opting out of a cause that they perhaps did not even agree with in the first place.	Conservative Party	Conservative Party
187G Duty of employer to notify Secretary of State in certain circumstances  (1) This section applies to an employer to which section 187A applies in relation to 50 or more employees at one establishment or undertaking.	not_statement	not_statement
I have been contacted by constituents whose children are unable to get to school, commuters unable to get to work, and patients unable to see their loved ones in hospital or go to appointments.	not_statement	not_statement
(2) A consultation under subsection (1) must consider―  (a) the minimum duration for a period of protected paternity or parental partner leave;  (b) how best to ensure that protected paternity or parental partner leave is protected, non-transferable and does not result in discrimination against the employee taking that leave;  (c) how best to ensure that protected paternity or parental partner leave reduces the risk of employees experiencing discrimination as a result of being eligible for ordinary maternity leave; and  (d) the extent to which the costs to employers of protected paternity or parental partner leave should be reimbursed, in full or in part, and the manner in which this should be achieved.	not_statement	not_statement
If they were serious about looking at the relationships between employees and their representatives, they would focus on how to engage and involve employees and unions in increasing productivity, through fairer and supportive rights for workers.	Scottish National Party	Scottish National Party
Siobhan Baillie (Stroud) (Con) There is a lot of focus on in Europe, but I would like to focus on Gloucestershire, where nurses have chosen not to strike.	not_statement	not_statement
The body is an important part of delivering both the Government’s “Plan to Make Work Pay” and our opportunity mission.	Liberal Democrats	not_statement
The Secretary of State forgets the fact that inflation has gone through the roof under their watch.	not_statement	not_statement
The hon<prd> Lady is right to point out that, as a result, over the last two or three decades we have typically suffered fewer strikes than some in continental Europe.	Conservative Party	not_statement
It is the NHS that said that, not the Government.	not_statement	not_statement
I think the hon. Gentleman is referring to the ban on exploitative zero-hours contracts, but if somebody wants a flexible hours contract, then that is a good thing, and nothing in the changes prevents that.	Labour	UK Government
The Government’s plan to make work pay is a core part of our mission to grow the economy, raise living standards across the country and create opportunities for all. It will tackle the low pay, poor working conditions and poor job security that have been holding our economy back. The Bill is the first phase of delivering our plan to make work pay, supporting employers, workers and unions by raising the minimum floor of employment rights, raising living standards across the country and levelling the playing field for those businesses that are engaged in good practice.	Labour Party	Labour Party
(2) In the Statutory Paternity Pay and Statutory Adoption Pay (Weekly Rates) Regulations 2002—  (a) in regulation 2(a) (weekly rate of payment of statutory paternity pay) for “£184<prd>03” substitute “£368<prd>06”; and  (b) in regulation 3(a) (weekly rate of payment of statutory adoption pay) for “£184<prd>03” substitute “£368<prd>06”.	not_statement	not_statement
they are clear that having those policies in place to support caring is not only good for the employees, but makes them better employees for the employer. The employers really benefit from having members of staff who support them and are also able to do the best for their families.	not_statement	Liberal Democrats
19:08:00  Vicky Foxcroft (Lewisham, Deptford) (Lab) Let me start by declaring an interest: I am a proud member of both Unite the union and GMB and, prior to being elected to this place, I worked for Unite the union for over a decade.	not_statement	not_statement
That is really telling: the Secretary of State is effectively saying, “Train drivers are overpaid—how dare they ask for a wage rise?	not_statement	not_statement
The Chartered Institute of Personnel and Development has already made it clear that banning zero-hours contracts will hurt the very workers the Government pretend to protect.	Scottish National Party	Conservative Party
During recent strike action by the ambulance service—this has been referred to a couple of times, and I want to read it out because it is written down—the NHS has not been reassured by the relevant union that it can rely on the current system of voluntary local derogation, which I think is what the hon<prd> Member for York Central was talking about earlier.	Conservative Party	not_statement
It is certainly not an attack on public sector workers, and suggestions otherwise from Labour Members are both disgusting and an attempt to stifle genuine debate.	Conservative Party	Conservatives
(5) For the purposes of this section, ‘domestic abuse’ is defined in accordance with sections 1 and 2 of the Domestic Abuse Act 2021.	not_statement	not_statement
27BB Unilateral variation of employment contracts  (1) Any provision in an agreement (whether an employment contract or not) is void in so far as it purports to permit the employer to vary unilaterally one or more terms within an employment contract where the variation is less favourable to the employee that the pre-existing provision.	not_statement	not_statement
(3) Regulations made under this section―  (a) must not prevent a worker from being granted confidentiality protections associated with a settlement agreement, if those protections are made at the worker’s request; and  (b) must replicate or enhance the protections offered to workers by section 1 of the Higher Education (Freedom of Speech) Act 2023, with respect to non-disclosure agreements and harassment, but must apply those protections to all workers.	not_statement	not_statement
But yet again, Ministers plough ahead, blind to the economic damage that they are about to unleash.	Labour Party	Conservative Party
Clearly the union asks cannot be too unreasonable, when RMT and ASLEF have agreed deals with ScotRail and the Scottish Government, deals in Wales and deals with Merseyrail, for example—deals with Governments and authorities that have been hamstrung by the Tory austerity imposed on them, yet still managed to agree deals.	Labour Party	not_statement
The International Labour Organisation itself states that minimum service levels can be a proportionate way of balancing the right to strike with the need to protect the wider public.	Conservatives	Conservatives
’”  This new clause would amend the Employment Rights Act 1996 to protect workers from adverse treatment on the grounds that they are, or are suspected to be, a person affected by domestic abuse.	not_statement	not_statement
We will publish a new code of practice to guide employers on their collective consultation obligations and promote the way good employers are working with their employees to arrive at mutually beneficial outcomes, so that all businesses are required to do the same.	Conservative Party	Labour Party
This amendment proposes that the reference period for offering guaranteed hours to workers previously on a zero-hours contract be 12 weeks.	Labour	not_statement
E-balloting is accepted for the first stages of the election for the Conservative party mayoral candidate�it is secure enough for that�and for secure workplace balloting on recognition agreements, which is enshrined in legislation, but e-balloting is not accepted in the Bill.	Labour Party	Labour Party
This Bill goes against the best traditions of the Conservative party. If its members believe in free markets, they must surely believe in free labour. Perhaps that is why, in 1948, Winston Churchill opposed attempts to politicise the attacks on party political funding and the funding of a Labour party. Perhaps that is also why, in 1984, Margaret Thatcher said that the Conservative party should tread with caution before behaving in such a partisan way.	Labour Party	Labour Party
UKHospitality has been clear that for 90% of workers on zero-hours contracts, that is their preference.	Conservative Party	not_statement
Can the Secretary of State confirm that this legislation cannot possibly be used to sort out the present winter of discontent?	Labour Party	not_statement
This amendment is consequential on Amendment 307.	not_statement	not_statement
(2) If on receipt of a complaint the Committee is of the opinion that it is reasonably likely to be settled by conciliation, it shall refer the complaint to ACAS and shall notify the appropriate representative and employer accordingly, whereupon ACAS shall seek to promote a settlement of the matter.	not_statement	not_statement
The Bill is not a measured approach to industrial relations, it is a vicious and unprovoked assault on the labour movement. What problem are the Secretary of State and the Prime Minster trying to fix? Have I missed a tsunami of strikes or an outbreak of trade union militancy? The answer is no.	Conservative Party	Labour Party
I am not the first, and I will not be the last, to say this today, but the contrast could not be greater between the respectful and constructive approach taken in Scotland and in other parts of the UK and the draconian, intrusive, discriminatory, impractical and unnecessary measures the Tory Government have laid before us today	Conservative Party	Scottish National Party
Enough is enough.	Conservatives	not_statement
Grant Shapps I will give way in just a moment.	not_statement	not_statement
were �pillars� of British life	Conservatives	 but today�s Conservative party apparently wants to demolish those pillars.,Labour Party
Consequently, we will remove the previously proposed power for the Secretary of State to prescribe the percentage rate in secondary legislation.	not_statement	not_statement
My hon. Friend the Member for Blyth  Valley (Mr Campbell) and other hon. Members have made interesting comparisons with hedge funds, the banking system and the financial sector. Such organisations and institutions promoted the casino economy that brought Britain, and indeed the world, to the brink of financial disaster. Yet, they seem to be allowed to wield considerable and unfettered political influence, and there is no proposal for similar constraints or levels of transparency. Our recovery is being built on a private debt bubble, and as austerity fails to eradicate the deficit or to improve the income or living standards for ordinary people, it is more important than ever for them to have a trade union to represent their interests.	Conservative Party	Labour Party
We know that this is an ideological war, because, in this period of Tory governance, the Government have already given us the Trade Union Act 2016, introducing voting thresholds, and then, last year, the legislation to allow employers to hire agency staff to break strikes.	Scottish National Party	not_statement
The Government are pressing ahead with plans to implement the provisions relevant to NDAs in the Victims and Prisoners Act 2024 and the Higher Education (Freedom of Speech) Act 2023.	Labour and Co-Operative Party	Labour Party
Amendment 281, page 21, line 39, leave out “a specified amount of time” and insert “a week”.	not_statement	not_statement
The tightening up that he proposes is very welcome. When does he think he will set out the detail—[Interruption.] When will he set out the detail of, for example, the period of time that someone must work before being offered a zero-hours contract?	Labour	Labour Party
Those prices going up throughout the rest of the world, including here, has also pushed up wage claims.	Conservative Party	not_statement
The reality is this: after 12 years of a Tory Government, minimum safety no longer exists in our NHS.	Labour Party	not_statement
There is not any safety in the NHS as a result of the Tory Government.	not_statement	Labour Party
”  This amendment inserts an additional power to make regulations and matching declaration requirements for a broader range of working conditions of seafarers.	not_statement	not_statement
the Bill will ensure that workplace rights are fit for a modern economy, empower working people and contribute to economic growth.	Labour Party	Labour Party
The Bill is deeply damaging to workers� rights and is just the latest example of how out of touch the Government are with the hard-working people of this country.	Conservative Party	Scottish National Party
These people always turn up, often at times of crisis, and work without complaint to provide minimum service levels, and they do it on pay and conditions that are often inferior to what the unions are currently demanding.	not_statement	Conservatives
 We believe that this Bill seeks to undermine the great work of the trade union movement.	Conservative Party	Scottish National Party
This approach is balanced, reasonable and, above all, fair.	Conservatives	not_statement
The insights gained have been invaluable in informing the amendments to ensure the Bill works in practice, both for workers and for businesses of all sizes across the whole country.	Conservative Party	not_statement
Ministers are trying to have power over Parliament—that is all the Bill is about—and to encourage employers to have power over workers.	Labour Party	Labour
The Government are steadfastly committed to delivering our manifesto commitment to halving violence against women and girls, and we will publish a cross-Government strategy shortly.	Labour	not_statement
Communication Workers Union members are grateful, but they realise that this is not just about increasing their workload, it about attacking their rights.	Labour Party	Labour Party
I think of the University for the Creative Arts students who rely on flexible work and the NHS paramedic in Farnham picking up extra shifts at the Nelson Arms, as I mentioned earlier.	Conservatives	not_statement
As I was saying, the relationship between the unions and individual Opposition Members is worth hundreds of thousands of pounds.	not_statement	not_statement
However, Ministers will still be able to use the existing power in section 157 of the Social Security Contributions and Benefits Act 1992 to substitute a different provision as to the weekly flat rate of SSP, or the percentage rate of the employee’s weekly earnings, depending on which is lower.	not_statement	not_statement
”.	not_statement	not_statement
We will oppose the sacking of nurses Bill, and it is not just about nurses but about the many key workers who we clapped and who kept our services going in the face of the pandemic.	not_statement	not_statement
(2) The employer shall consult with a view to reaching an agreement to avoid decisions being taken to terminate contracts of employment, or to introduce changes in work organisation or in contractual relations.	not_statement	not_statement
The legislation is nothing more than an attack on democracy—an attack on the rights of workers to withdraw their labour, and a further attack on devolution.	Labour Party	Scottish National Party
They use minimum service levels in a common-sense way to reduce the impact of strikes.	Conservative Party	not_statement
I rise to speak in support of new clause 10, which would make carer’s leave a paid right.	not_statement	Liberal Democrats
There is no common sense in it at all.	Conservative Party	not_statement
They worked night and day to keep us safe, but how does this Government seek to repay them?	Conservatives	not_statement
The Bill pushes us towards a more adversarial relationship between management and the workforce. Does the Minister really think that deals such as those done on behalf of  the UK economy with GM or Nissan will be made easier through this Bill when its provisions lend themselves to mutual suspicion, acrimony, work-to-rule and more disruptive industrial relations? The ability of this country to land more inward investment is compromised through the Bill.	Labour Party	Labour Party
Government amendments 108 and 109.	not_statement	not_statement
So is this Bill not just covering up his failure to negotiate basic trade union agreements?	Labour Party	not_statement
It is important to say that I agree with him, for once, because we are trying to work constructively—as we should—to bring strikes to a conclusion, but we must not do so at the expense of the lives and livelihoods of our constituents.	Conservative Party	Conservatives
The sweeping Henry VIII powers in the Bill, enabling Ministers to amend, repeal or revoke primary legislation not yet passed, should chill the heart of any democrat.	Labour	not_statement
The amendments also amend the weekly flat rate to £118<prd>75, as agreed by Parliament as part of its annual uprating exercise.	not_statement	not_statement
The right hon. Member for Kingston upon Hull West and Hessle (Alan Johnson) talked about inconvenience of the strike, but the truth was that there was massive disruption that cost tens, if not hundreds, of millions of pounds. Such things need to be borne in the mind and dealt with, which is what this Bill seeks to do.	Conservative Party	Conservative Party
”  This new clause would require the Government to report on employers’ compliance with the flexible working duties set out in this Bill.	not_statement	not_statement
Amendment 328, page 8, leave out lines 10 and 11.	not_statement	not_statement
I am proud to support our Labour Government in this historic step towards better quality employment across the country, and I look forward to the full delivery of the plan to make work pay.	Labour Party	Labour Party
The Secretary of State discounts e-balloting because of potential fraud. How about considering an amendment to the Bill with regards to balloting in the workplace, where there cannot be any fraud whatsoever? It will be democratised and there will be a huge turnout on every occasion, which is surely what the Secretary of State is seeking to implement.	Labour Party	Labour Party
”  This new clause would change the minimum notice period for termination of contract to a day one right, and would increase the notice period to: one month for an employee who has been employed for up to twelve years; and twelve months for an employee who has been employed for over twelve years.	not_statement	not_statement
Against this adversary�against the crushing hand of bad employers or the state�men and women have organised, and nothing will stop their spirit in fighting for justice and making sure that they have better rights for the future.	Labour Party	Labour and Co-Operative Party
That is not right.	Conservative Party	not_statement
This Bill gives added legitimacy and transparency not only to the public, but to trade unions.	Conservative Party	Conservative Party
Madam Deputy Speaker (Caroline Nokes) With this it will be convenient to discuss the following:  Government new clause 33—Collective agreements: contracting out.	not_statement	not_statement
We see attacks on trade unionists in undeveloped democracies, such as Colombia, and we saw them in pre-war Germany. This is reaching an awful level and we should all resist it vehemently.	Labour and Co-Operative Party	Labour and Co-Operative Party
(2) For the purposes of this section, “domestic abuse” is defined in accordance with sections 1 and 2 of the Domestic Abuse Act 2021.	not_statement	not_statement
”  This new clause extends statutory adoption pay to the self-employed and contractors.	not_statement	not_statement
(3) The Executive shall work with other relevant bodies, including the Equality and Human Rights Commission and law enforcement agencies, to develop and revise this framework.	not_statement	not_statement
Similarly, there must be clear and positive mandates for any disruptive union action, as well as reform of trade union practices such as funding, picketing and use of facility time. This Bill sets out those necessary reforms.	Conservative Party	Conservative Party
Amendment 278, in clause 2, page 16, line 22, leave out “a specified amount of time” and insert “2 weeks and ideally one month”.	not_statement	not_statement
(3) Omit section 151(1B).	not_statement	not_statement
