text	pred_label	true_label
Amendments in relation to clause 1, covering the right to guaranteed hours, will clarify requirements where a worker works for an employer under more than one contract at the same time, clarify that under a guaranteed hours offer, if it is accepted, work must be provided by the employer for the hours set out and that those hours must be worked by the worker, and enable a worker to take a case to an employment tribunal on the ground that an employer deliberately structured the workerâ€™s hours or offered work in such a way as to make a reduced guaranteed hours offer or to avoid having to make an offer at all.	WAGES 	WAGES 
The tightening up that he proposes is very welcome. When does he think he will set out the detailâ€”[Interruption.] When will he set out the detail of, for example, the period of time that someone must work before being offered a zero-hours contract?	CREATE	CREATE
The Governmentâ€™s plan to make work pay is a core part of our mission to grow the economy, raise living standards across the country and create opportunities for all. It will tackle the low pay, poor working conditions and poor job security that have been holding our economy back. The Bill is the first phase of delivering our plan to make work pay, supporting employers, workers and unions by raising the minimum floor of employment rights, raising living standards across the country and levelling the playing field for those businesses that are engaged in good practice.	ECONOMIC	ECONOMIC
Amendments in relation to clause 1, covering the right to guaranteed hours, will clarify requirements where a worker works for an employer under more than one contract at the same time, clarify that under a guaranteed hours offer, if it is accepted, work must be provided by the employer for the hours set out and that those hours must be worked by the worker, and enable a worker to take a case to an employment tribunal on the ground that an employer deliberately structured the workerâ€™s hours or offered work in such a way as to make a reduced guaranteed hours offer or to avoid having to make an offer at all.	WAGES 	COMPL
The tightening up that he proposes is very welcome. When does he think he will set out the detailâ€”[Interruption.] When will he set out the detail of, for example, the period of time that someone must work before being offered a zero-hours contract?	CREATE	CREATE
These amendments reflect the call for clarity from stakeholders in their response to the Governmentâ€™s public consultation on this issue.	COMPL	COMPL
regulations that achieve the policy objective of extending rights to agency workers without unintended consequences for employment agencies and hirersâ€”and we will work on that in due course.	ENFORCE	REPLIC
It is the Governmentâ€™s intention to end the unscrupulous use of fire and rehire. We are proposing technical amendments that allow the clause to work as intended to provide those protections.	JUST	JUST
They ensure that, once the provisions of the Bill that make unfair dismissal a day one right come into force, the automatic unfair dismissal protections from unscrupulous fire and rehire practices will apply once the employee starts work	RIGHTS	REPLIC
This brings the provision in line with other changes to unfair dismissal.	ADEQ	LEGAL
 This will happen after we have consulted, ensuring that it balances the needs of a growing business with the interests of employees.	BALANC	BALANC
The Governmentâ€™s intention is to ensure that it is more difficult for a small and unscrupulous minority of employers to ignore their collective redundancy obligations, as we have seen in recent years.	DETER	DETER
In our â€œPlan to Make Work Payâ€, we committed to establishing a fair earnings replacement for lower earners.	ADEQ	ADEQ
The Minister may correct me, but I do not believe the provisions around menstrual healthâ€”the menopause strategy and so onâ€”include endometriosis, which can be crippling for people in the workplace.	PHYSICAL	PHYSICAL
 It was a Labour party commitment to launch an Employment Rights Bill within 100 days of taking office, and I am proud that we have delivered on that commitment and that we have this Bill here today.	COMPAR	POLIT
It will enable those regulations to apply to section 49 of the National Minimum Wage Act 1998 in order to prevent employers from trying to contract out of their new record keeping obligations.	RIGHTS	DETER
The Committeeâ€™s inquiry demonstrated a clear gap in support for those who experience pregnancy loss and need time to recover and grieve.	CREATE	ADEQ
Many already do so through their membership of Employersâ€™ Initiative for Domestic Abuse, which empowers employers to tackle domestic abuse.	JUST	RIGHTS
The disability employment gap stands at 30% and countless disabled workers end up out of work because their employers refuse to make simple changes that would help them to do their jobs.	ENFORCE	COMPL
Does the Minister agree that the default right to flexible working in Labourâ€™s Employment Rights Bill will help many disabled workers to keep the jobs they love? What else can the Ministerâ€™s Department do to help more disabled people to find and keep work?	ENFORCE	RIGHTS
With the increase in conditions that can be variable over time, the flexible working right will help people.	JUST	JUST
The Minister for Social Security and Disability and I are working closely with disabled peopleâ€™s organisations, charities and others to think about how we can build those pathways into work as we change jobcentres and improve employment support, ensuring that raising disability employment rates is at the heart of those changes.	ENFORCE	ENFORCE
They will ensure that the framework functions effectively and delivers on our commitment to modernise working practices.	ENFORCE	ADEQ
They will expand access rights, enabling access agreements to cover communicating with workers in ways that do not involve entering premisesâ€”for example, connecting digitally using technologyâ€”therefore modernising our antiquated industrial relations framework.	ADEQ	ADEQ
They will ensure that an employer cannot recognise a non-independent trade union after receiving a request for voluntary recognition from an independent trade union as a means of thwarting the independent trade unionâ€™s subsequent application to the CAC for statutory recognition.	COMPL	COMPL
These amendments will streamline the recognition process, reduce opportunities for unfair practices to occur, and ensure that unions that seek recognition have a fair and transparent statutory route to enable them to do so.	COMPL	ADEQ
Todayâ€™s amendments on industrial action rules will reduce the costly, complex and bureaucratic requirements on unions in relation to industrial action and ballot notices, while ensuring that employers have the necessary notice and information to prepare for industrial action.	BALANC	BALANC
Instead, unions will provide reminders about membersâ€™ right to opt out every 10 years, ensuring transparency without imposing costly and time-consuming ballots	BALANC	ADEQ
That is fair for workers and businesses.	BALANC	JUST
Where proceedings before the tribunal are necessary, we want the Fair Work Agency to be able to support individuals and ensure that the tribunalâ€™s time is used as effectively as possible.	ENFORCE	ENFORCE
Today we are bringing forward two amendments that will deliver the Governmentâ€™s commitment to give the Fair Work Agency the strong powers that it needs to tackle labour exploitation.	ENFORCE	ENFORCE
New clause 60 gives the Fair Work Agency the power to recover the cost of taking enforcement action from businesses that are found to be non-compliant with the law. That is in recognition of the â€œpolluter paysâ€ principle.	JUST	JUST
 The Prime Minister has hailed that as â€œthe latest stepâ€ in the Governmentâ€™s attempt to â€œkick-start economic growthâ€, though the amendments we are discussing do the very opposite.	ECONOMIC	ECONOMIC
â€œThe regulatory system has become burdensome to the point of choking off innovation	 investment and growth”	 investment and growthâ€
I am sure that my hon. Friend the shadow Minister does understand it. Does he agree that that is fundamental to understanding why the balance of this legislation is wrong?	POLIT	BALANC
Every single small business that I have talked to in my constituency is very concerned about the measures in thisâ€”	ECONOMIC	ECONOMIC
â€œchoking off innovation	 investment and growth.”,ECONOMIC	 investment and growth.â€,ECONOMIC
I have two amendments that the Government can back this afternoon to help them to grow the economy. Those amendments are, of course, new clause 89 and new clause 90.	ECONOMIC	ECONOMIC
 Businesses need to ensure that the process for terminating is not unduly onerous and that consumers can signal their intent to end the contract through a single communication.	ACCESS	JUST
The Labour party, which was then in opposition, supported those aimsâ€”in fact, the Bill did not go far enough for Labour at the time	POLIT	POLIT
Government Members are chuntering too early, because there has been a considerable shift in the Labour partyâ€™s policy position on subscription traps.	POLIT	POLIT
New schedule 2 could be used to give sweeping powers to Labourâ€™s trade union paymasters, as the Secretary of State could reduce the threshold for trade union recognition to as little as 2% of the workforce.	COLLECT	COLLECT
In a workplace of 200 workers, fewer than five of them would be required for workplace recognition. Paired with the other measures in this Bill, that will strike fear into business owners across Britain, who could now be forced to deal with all-powerful trade unions as part of Labourâ€™s return to the 1970s.	POWER	POWER
Clauses 54 and 55 will increase that cost by giving more time off to public sector union officials at the taxpayerâ€™s expense. That is not right when the Chancellor is asking Ministers to make cuts to their Departments across the board.	JUST	JUST
 The process will be cheaper than going through the courtsâ€”I believe it will be Â£50 cheaperâ€”so why is the saving so small and not greater?	BALANC	COURTS
Will the Minister explain how the procedure will help with that process of improving identification of misconduct and reducing directorsâ€™ ability to start up again having misused their role as a director of a company?	ENFORCE	ENFORCE
The immediate cost savings to the courts will be made on staff, administration and court hearing times.	ECONOMIC	ECONOMIC
I rise on behalf of my constituents in Farnham, Bordon, Haslemere and Liphook who are opposed to this fundamentally anti-business Bill.	ECONOMIC	ECONOMIC
The Bill highlights Labourâ€™s complete misunderstanding of how to help business, employees and, of course, the economy overall.	POLIT	POLIT
The Government claim to be pro-growth and pro-business, yet the Bill is precisely the opposite. The Institute of Directors has warned that it will lead to slower growth, deter investment and bury business under an avalanche of unnecessary regulation.	ECONOMIC	ECONOMIC
Among the 5,000 small businesses in my hon. Friendâ€™s constituency, has my hon. Friend come across one that is in favour of the Bill or lobbied him to vote for it?	ECONOMIC	ECONOMIC
Among the 5,000 small businesses in my hon. Friendâ€™s constituency, has my hon. Friend come across one that is in favour of the Bill or lobbied him to vote for it?	ECONOMIC	ECONOMIC
I am happy for the Minister to come to Farnham and Bordonâ€”or Haslemere, Liphook or any other of my villagesâ€”to meet all the people who tell me what a damaging effect the Bill will have on their small business.	ECONOMIC	ECONOMIC
But yet again, Ministers plough ahead, blind to the economic damage that they are about to unleash.	POLIT	ECONOMIC
I turn to amendment 286 and new clause 86 on unfair dismissal and business confidence. The Governmentâ€™s proposal to grant employees the right to claim unfair dismissal from day one is another reckless intervention, and one that is raised with me by small businesses day in, day out.	ECONOMIC	ECONOMIC
The amendment and new clause seek to introduce an impact assessment before clause 21 and schedule 2 come into force. Without that, we have to be clear that businesses will be discouraged from hiring in the first place. Flexibility in employment is not one-sided, it benefits both workers and their employers	ECONOMIC	ECONOMIC
That is why it is essential that we accept new clause 87 in the name of the shadow Secretary of State, because we need an impact assessment of how the Bill will affect businesses.	BALANC	ECONOMIC
Today, as we welcome this transformative legislation, I think of my former students. Their lives will be significantly improved by better wages, stronger workersâ€™ rights and a fairer economy.	ECONOMIC	ECONOMIC
Just outside my constituency, but affecting many of my constituents directly, more than 500 Oscar Meyer workers are striking against the companyâ€™s appalling use of the practice. By creating a new right to claim automatic unfair dismissal if someone is reemployed on varied terms to carry out the same duties, the Bill takes a vital step towards dignifying employees with security and autonomy.	AUTONOMY	AUTONOMY
I am also pleased to see Government new clause 34 encouraging greater employer compliance and increasing compensation for workers subjected to fire and rehire by raising the maximum period of the protective award from 90 to 180 days.	REPLIC	CREATE
Amendment 329, tabled in my name, seeks to further protect against that harmful practice, ensuring that any clause in an employment contract that allows an employer to change the terms without the employeeâ€™s consent would be unenforceable, especially in cases of unfair dismissal related to a refusal to accept changes	RIGHTS	RIGHTS
It is therefore not just my former pupils but millions across the country who will benefit from the biggest upgrade to rights at work in a generation.	RIGHTS	RIGHTS
I am proud to support our Labour Government in this historic step towards better quality employment across the country, and I look forward to the full delivery of the plan to make work pay.	ECONOMIC	POLIT
I rise to speak in support of new clause 10, which would make carerâ€™s leave a paid right.	RIGHTS	RIGHTS
We have an opportunity to give carers in employment a fair deal right across the country, while also bolstering our economy.	JUST	JUST
The Government have an opportunity to build on the Carerâ€™s Leave Act 2023, introduced by my hon. Friend the Member for North East Fife (Wendy Chamberlain), and take the next step in providing working carers with the flexibility they need to juggle work and care.	POLIT	RELATE
Backing our Liberal Democrat amendment to make carerâ€™s leave a paid entitlement would be the right thing to do on a human level and would also support the Governmentâ€™s growth agenda. For a Government on a mission to spend less while also delivering growth and better living standards, this is a no-brainer. We must do everything we can to help those carers who can and want to work to do so.	JUST	JUST
Currently, the Government have simply indicated that they will review the implementation of carerâ€™s leave and consider whether there is a need to change the current approach. I say to the Government in the strongest possible terms that change is needed and the time is now.	ADEQ	ADEQ
Many of them are on low incomes, they are often women, and they cannot afford to use their right to carerâ€™s leave unless it becomes a paid right.	RIGHTS	RIGHTS
When people apply for jobs, equality monitoring forms do not ask them whether they have unpaid caring responsibilities. There is also no direct requirement for simple, reasonable adjustments for carers in the workplace. I feel that this would make all the difference, encouraging those who might otherwise leave employment to stay, making our economy more resilient and protecting their own familiesâ€™ finances.	ECONOMIC	ECONOMIC
It seems clear that paid carerâ€™s leave helps carers and those they care for, and it is good for our economy.	ECONOMIC	ECONOMIC
The answer is that the term â€œpart-timerâ€ is still a term of abuse in this country. While that is still something that people say fairly regularly within workplaces and popular parlance, we still have a problem, so this legislation should help to improve that.	RELATE	RELATE
When they talk about â€œall reasonable stepsâ€, it is only reasonable steps, it is not every single step in the entire history of the universe that anyone could ever dream up or imagine.	COMPL	COMPL
A lot of those discussing this behave as if employees with unfair dismissal rights were unexploded bombs. All the people I represented did not want to bring tribunal claims, they just wanted to have been treated fairly and reasonably in the first place.	RELATE	JUST
We must be able to have confidence that when strikes occur, peopleâ€™s lives and livelihoods are not put at undue risk.	BALANC	PHYSICAL
As has become clear from recent industrial action, that is not always the case, so we need a safety net in place to ensure that the public do not become collateral damage.	BALANC	DETER
Do the Government really believe that withdrawing the right of a worker to withdraw their labour is what they are about?	AUTONOMY	RIGHTS
The International Labour Organisation itself saysâ€”I will cover this shortly in my speechâ€”that it is perfectly proper to have a balance between minimum service levels and peopleâ€™s right to strike. I support the ILO in saying that, I absolutely agree it is right.	BALANC	BALANC
There are those who, at the most terrifying time of their livesâ€”perhaps with a poorly loved oneâ€”do not know whether an ambulance will arrive, because the unions have refused to provide a national safety net.	ADEQ	PHYSICAL
but it is a fact that when strikes are on and ambulances are unable to find out from their unions whether they will operate, that is an additional concern for members of the publicâ€”including Opposition Membersâ€™ constituents, whom they seem rather not to care about in this case.	JUST	JUST
If this is all about safety, why is the word â€œsafetyâ€ not used once in the Bill or its explanatory notes?	RIGHTS	PHYSICAL
It is fairly obvious to say that a minimum service level in railways, for example, is about peopleâ€™s livelihoods rather than safety, but that the NHS and the ambulance service not agreeing nationally is a minimum safety level issue.	PHYSICAL	PHYSICAL
The Bill will ensure that we protect the ability of workers to take industrial action, but that we also protect the public from disproportionate disruption to their daily lives and that, to put it simply, one personâ€™s right to strike does not infringe on someone elseâ€™s right to life and limb.	RIGHTS	PHYSICAL
I refer Opposition Members to the voluntary arrangements that were successfully made with the Royal College of Nursing, which did provide a national guarantee. In that case, it would not be necessary to put the measures in place.	PHYSICAL	ADEQ
The human rights memorandum that accompanied the Transport Strikes (Minimum Service Levels) Bill last October stated specifically that the Governmentâ€™s legal advice was that it is not justifiable or necessary in a democratic society to have such restrictions in emergency and patient care services, in fire and rescue, or in educationâ€”only in transport. That does not appear in the human rights memorandum that accompanies this Bill.	RIGHTS	RIGHTS
What has happened in that disruption is that although the nurses have very sensibly provided a national level of safe service, unfortunately the same has not happened in the ambulance service. That is why this legislation is required in other areas at this time	ADEQ	ADEQ
Will he now pass comment on the fact that life-and-limb cover already exists in legislation and that the true purpose of this shameful Bill is simply to erode workersâ€™ rights?	RIGHTS	RIGHTS
I know that Opposition Members do not want to accept this fundamental point, but their constituentsâ€™ lives are being put at risk by the NHSâ€™s inability to put the correct cover in place with sufficient notice.	PHYSICAL	PHYSICAL
During recent strike action by the ambulance serviceâ€”this has been referred to a couple of times, and I want to read it out because it is written downâ€”the NHS has not been reassured by the relevant union that it can rely on the current system of voluntary local derogation, which I think is what the hon. Member for York Central was talking about earlier. It could not rely on those arrangements to ensure that patient and public services were provided.	ADEQ	ADEQ
Last week, and in December, arrangements were being disputed right up to the wireâ€”right up to the last minuteâ€”which created uncertainty and left officials with little time to organise contingency measures such as military support. That is the situation that we cannot, in all conscience, allow to continue.	ECONOMIC	JUST
It is important to say that I agree with him, for once, because we are trying to work constructivelyâ€”as we shouldâ€”to bring strikes to a conclusion, but we must not do so at the expense of the lives and livelihoods of our constituents.	RELATE	PHYSICAL
The Secretary of State is pretending that the Bill is about democracy rather than being a vindictive attack on working people. If it is really about democracy and opening things up, why is he not lifting the ban on unions balloting online and in the workplace, which would be precisely the way to make a modern democracy work?	POLIT	AUTONOMY
Despite what people may have read in some reports, this Bill is not a declaration of war on the trade union movement. It is not an attempt to ban industrial action. It is not an attack on the rights of working people. It will not force strikers to seek police approval for their slogans or their tweets. It is not a reprise of Prime Minister Clement Attlee sending in troops to break up perfectly legal stoppages. It is simply the latest stage in the long journey of modernisation and reform. It will put power in the hands of the mass membership, bring much-needed sunlight to dark corners of the movement, and protect the rights of everyone in this country—those who are union members and those who are not, and those hard-working men and women who are hit hardest by industrial action.	RIGHTS	RIGHTS
If this Bill was to be supported by the workers generally, some trade unions would already have given it support. This Bill is opposed by all those unions affiliated to the Labour movement and all those not affiliated to the Labour movement—even the Royal College of Nursing has said no to this Bill. It is a travesty and an intrusion upon the democracy of the workplace—get rid of it!	AUTONOMY	AUTONOMY
If this is such a fair and reasonable Bill, why does the right hon. Gentleman’s predecessor, Vince Cable, say that it is both “vindictive” and “unnecessary”?	RELATE	JUST
Hon. Members from both sides of this House are, to some extent, insulated from the consequences of strike action. We are lucky enough to have generous travel expenses so that we can hire a car or a taxi when there is a transport strike. We have secure jobs, where we get paid whether we make it into the office or not. Even a Back Bencher is among the top 5% of UK earners, so  we can afford to deal with the childcare costs that might come with a school closure or some disruption. But what about the low-paid restaurant staff who miss a day’s work and a day’s pay because of a stoppage called by a handful of transport workers? What about the self-employed builder who has to turn down a week-long job because a strike by teachers means that his kids cannot go to school? What about the single mother who cannot afford to lose a day’s pay by refusing to cross a picket line? Should she be subjected to abuse and harassment simply for going to work?	BALANC	BALANC
My right hon. Friend is absolutely right. At the heart of this Bill is partnership—partnership between trade unions and employers and other stakeholders. A great example of that can be seen at Toyota in Britain. It has not had one day of industrial action in  20 years, and that is because of the partnership that it rightly has with its trade union	ECONOMIC	RELATE
The Secretary of State is giving the House the impression that London commuters would somehow be protected by his threshold. Is he aware that the recent industrial action on the tube  would have passed those thresholds? He talks about partnership. Is it not the case that it is not the strikes and the ballots that are the problems, but the intransigent Mayor of London who is sitting behind him?	ACCESS	POLIT
Let me move on to thresholds. The whole point of strikes is to cause disruption, but the impact of industrial action on ordinary people—often the very working people whom unions were created to support—is such that it should ever be used only as a last resort. It should be taken only after the explicit backing of a majority of members. That is why this Bill sets a minimum turnout of 50% for industrial action ballots. If 1,000 union members are being asked to participate in a strike, at least 500 of them must vote for the ballot to be valid.	BALANC	BALANC
I also wish to highlight the additional requirement for ballots of staff in six key sectors: the health service, the fire service,  border security and nuclear decommissioning—because of the obvious risks to public safety and security—and education and transport. A ballot is required because of the massive disproportionate disruption that stoppages in those areas can cause.	PHYSICAL	PHYSICAL
 She is right that strikes should always be a last resort—I think that is the point she is making. If union members wish to take strike action, they will vote for it and meet the proposed thresholds.	RIGHTS	RIGHTS
The Bill provides that voting papers sent to union members and employers will state the details of the trade dispute, exactly what type of industrial action is proposed, and an indication of the time period in which that action will take place. This will ensure that members know exactly what they are voting for or against and allow them to make an informed decision.	REPLIC	AUTONOMY
Is it not the case that this is just another instance of the Tory party no longer being on the side of people’s rights? There are no more rights. There is no longer a right to social security, legal aid or access to employment tribunals. The Conservative party is becoming much more authoritarian and Labour Members do not like it. It is no longer the party of rights. It used to have a fine tradition of rights, but that is disappearing.	AUTONOMY	AUTONOMY
The Secretary of State discounts e-balloting because of potential fraud. How about considering an amendment to the Bill with regards to balloting in the workplace, where there cannot be any fraud whatsoever? It will be democratised and there will be a huge turnout on every occasion, which is surely what the Secretary of State is seeking to implement.	REPLIC	REPLIC
Secondly	 demoralise them.�	 unions will need to obtain the active consent of members to deduct a political levy. At present
 Is not it a fundamental right that people’s pay packets should not be interfered with, without them knowing exactly where the money and the dues are going? That is what this Bill seeks to achieve	AUTONOMY	AUTONOMY
In fact, in Northern Ireland, members have had an active choice for almost 90 years and their unions are still perfectly able to operate and to organise. The National Union of Rail, Maritime and Transport Workers and the Prison Officers Association still have more than four fifths of their members choosing to opt in. All we are asking is for a simple tick box on the same membership forms in England, Scotland and Wales.	RIGHTS	COMPAR
 This is an issue of transparency. It is about ensuring that when people, rightly, give money to any political party, they know that they are doing so and do it with their eyes wide open.	AUTONOMY	AUTONOMY
 Does he agree that the Bill is anti-business and anti-working practice and that most employers that have trade unions recognise their value?	ECONOMIC	RELATE
 There is no transparency around how much time they spend on union work and no controls in place to ensure that the taxpayer is getting value for money. It is a situation that most ordinary Britons, including many dedicated public servants I have spoken to, find absolutely baffling. That is why civil service Departments are already required to publish information about the use of facility time by their staff. The Bill allows the Government to make regulations extending that to all public sector employers. It will include information about an employer’s spending on trade union duties and activities and about how many of its union representatives spend a specified percentage of their time on their union role. We have already made considerable savings for the taxpayer by requiring Departments to publish this information, as we have just heard from my hon. Friend the Member for Wells (James Heappey). However, if transparency alone  does not lead to further savings, the Bill also grants Ministers the power to set a cap on the time and money spent on facility time.	ECONOMIC	ECONOMIC
For the first time, the certification officer will have the ability to impose financial penalties on unions that do not comply with statutory requirements—the very requirements that Parliament has deemed necessary. The Bill passes the cost of that regulation on to the unions. That is entirely in line with modern best practice. It is why banks fund the Financial Conduct Authority and why utility regulators are paid for by utility firms.	COMPL	COMPL
Does my hon. Friend agree that the  Bill’s real agenda is to stop public sector workers speaking out against this Government’s attacks on their pay and conditions?	AUTONOMY	AUTONOMY
She says, rightly, that the number of days lost to strikes in the UK is at its lowest for 20 years. It is even more significant than that: we lose fewer days to strike action in the UK today than we did during the second world war. There is no problem here that needs fixing.	COMPAR	REPLIC
Does she agree that the Government’s proposals are a threat to the security of our country because they threaten democracy?	AUTONOMY	AUTONOMY
The right to be part of a trade union to campaign for protection at work is a fundamental socioeconomic right. It is enshrined in the UN’s universal declaration of human rights and the international covenant on civil and political rights	COLLECTIVE	COLLECTIVE
Clauses 4 to 6 might more usefully be described as the clauses that smother unions in “blue tape” and the hypocrisy of the Business Secretary in this respect is staggering. In July, he launched his drive to cut red tape, yet when it comes to unions he is  increasing the powers of the certification officer and deliberately placing additional information and reporting burdens on unions. Not content with doing that, the Government, through clauses 12 and 13, are reducing the ability of trade union officials to do their jobs with the introduction of new powers to restrict facility time.	AUTONOMY	AUTONOMY
The ILO has already criticised the UK on a number of occasions for  its constraints on the right to strike, and the United Nations special rapporteur on the rights to freedom of peaceful assembly and of association has called for more, not less, trade union freedom in Britain.	LEGAL	AUTONOMY
